name,latitude,longitude,inhabitedSince,inhabitedUntil,wikipedia,access,addr.city,alt_name,alt_name.ar,alt_name.cs,alt_name.el,alt_name.en,alt_name.he,civilizations,denomination,desc,description,description.de,description.en,description.he,description.hu,designation,ele,heritage,historic.civilization,historic.era,historic.period,image,image1,image2,image3,image4,image5,image6,image_1,image_2,inscription,int_name,is_in,layer,link,man_made,mapillary,name.ar,name.ar1,name.be,name.bg,name.bn,name.br,name.ca,name.ckb,name.cs,name.de,name.el,name.en,name.en1,name.en2,name.en3,name.en4,name.en5,name.en6,name.eo,name.es,name.fi,name.fr,name.gu,name.he,name.he1,name.he2,name.he3,name.hi,name.hu,name.hy,name.id,name.it,name.ja,name.ka,name.kn,name.ko,name.ku,name.la,name.lt,name.ml,name.mn,name.mr,name.nl,name.no,name.pa,name.pl,name.pt,name.ro,name.ru,name.sl,name.sr,name.tr,name.uk,name.vi,name.zh,name_local,natural,old_name,old_name.fr,place,ref.whc,reference,religion,short_name.cs,site_type,start_date,url,website,website1,whc.criteria,whc.inscription_date,wiki.en,wikidata,wikipedia.en,wpt_description
תל יזרעאל,32.5576387,35.3282848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel Yizre'el,,,,,,,,,,,,תל יזרעאל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarafand,32.6458319,34.9354618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarafand,As Sarafand,Surafend,Tsarafand,Sarepta Yudee,,,,,,,,צרפנד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מבצר מונפורט,33.0443649,35.2266006,,,he:מונפור (מבצר),,,,,,,,,,,,שרידי מבצר צלבני על ראש הגבעה. שווה את העליה אם אתם מטיילים בנחל כזיב.,,,שרידי מבצר צלבני על ראש הגבעה. שווה את העליה אם אתם מטיילים בנחל כזיב.,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/72/Israel_Hiking_Map_%D7%9E%D7%91%D7%A6%D7%A8_%D7%9E%D7%95%D7%A0%D7%A4%D7%95%D7%A8%D7%98.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/4b/%D7%9E%D7%91%D7%A6%D7%A8_%D7%9E%D7%95%D7%A0%D7%A4%D7%95%D7%A8%D7%98_%D7%91%D7%96%D7%A8%D7%99%D7%97%D7%94.JPG,https://upload.wikimedia.org/wikipedia/commons/d/db/Israel_Hiking_Map_מבצר_מונפורט_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/f/fd/IHM_מבצר_מונפורט.jpeg,https://upload.wikimedia.org/wikipedia/commons/6/67/IHM_מבצר_מונפורט_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/89/IHM_מבצר_מונפורט_2.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/9d/IHM_מבצר_מונפורט_3.jpeg,,,,,,,,,,,,,,,,,,,,,Montfort,Monfor,Qalaat el Qourein,Starkenburg,,,,,,,Montfort,,מבצר מונפורט,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q14201945,,
תל שלווים,32.540278,35.4069441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel Salwim,Tel Shalwim,,,,,,,,,,,תל שלווים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תל תורמוס,33.2135243,35.6481361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel Turmus,,,,,,,,,,,,תל תורמוס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tel Hamid,31.899722,34.892222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel Hamid,,,,,,,,,,,,תל חמיד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תל בד,33.0645248,35.1761558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel Bad,Tall Al Baiyad,Bayyad,,,,,,,,,,תל בד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בניאס,33.2487821,35.6946764,,,en:Banias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بانياس,,,,,,,,,,,Banias,,,,,,,,,,Baniyas,,בניאס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Césarée de Philippe,,,,,,,,,,,,,,Q606295,,
Soloi,35.1406719,32.8125385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.kiprguru.com/project/%d0%b4%d1%80%d0%b5%d0%b2%d0%bd%d0%b8%d0%b9-%d0%b3%d0%be%d1%80%d0%be%d0%b4-%d1%81%d0%be%d0%bb%d0%b8,,,,,Q1757296,,
Choirokoitia Neolithic Settlement,34.7968951,33.3449235,,,en:Khirokitia,,,,,,,,,,,,,,,,,,,,,neolithic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeologinė vietovė,,,,,,,,,,Археопарк Хирокития,,,,,,,,,,,,,,,,,,,,,,,,Q385086,,
Ligrin tou Digeni,34.6904663,32.6240279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tall adh-Dhahab (West),32.1856796,35.6865613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kral Mezarları,36.190164,29.8597913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vouni Palace,35.1591599,32.7733273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.kiprguru.com/project/%d0%b4%d0%b2%d0%be%d1%80%d0%b5%d1%86-%d0%b2%d1%83%d0%bd%d0%b8,,,,,,,
باب المعبد الغربي,33.5114652,36.305392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,باب المعبد الغربي,,,,,,,,,,,Western Temple Gate,,,,,,,,,,Porte Ouest du Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
باب المعبد الشرقي,33.5115998,36.3088999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,باب المعبد الشرقي,,,,,,,,,,,Eastern Temple Gate,,,,,,,,,,Eastern Temple Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
الباب الروماني,33.5091014,36.310929,,,,,,الباب الروماني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الباب الروماني,,,,,,,,,,,Roman Gate,,,,,,,,,,Porte Romaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspendos,36.939111,31.1727469,,,tr:Aspendos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аспендос,,,,,,,,,,,,,,,,,,,,,,,,Q633757,,
Monastiraki,34.8463168,32.5017662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הרודיון,31.6656103,35.2418154,,,en:Herodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الفرديس,,,,,,,,,,,Herodion Ruins,,,,,,,,,,,,הרודיון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q913099,,
The Roman Stairs,32.2167107,35.2630426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الادراج الرومانية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Forum,32.2769073,35.1921543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الاثار الرومانية,,,,,,,,,,,Roman Forum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
منطقة أثرية,31.4704666,35.0565491,,,,,,,,,,,,,,,מערות קבורה מרשימות עם משקוף מעוטר,,,מערות קבורה מרשימות עם משקוף מעוטר,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/56/IHM_מערות_קבורה.jpeg,https://upload.wikimedia.org/wikipedia/commons/b/b6/IHM_מערות_קבורה_1.jpeg,,,,,,,,,,,,,,,منطقة أثرية,,,,,,,,,,,Historical Graves,,,,,,,,,,,,מערות קבורה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Theatre,32.277211,35.1907267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,المدرج الروماني,,,,,,,,,,,Roman Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zawata,32.2200495,35.2774173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,منطقة اثرية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columns,32.2753134,35.1886938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اعمدة,,,,,,,,,,,Columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
العروب القديمة,31.6205554,35.1418943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,العروب القديمة,,,,,,,,,,,Old Al-Arroub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بيوت قديمة,31.8803417,35.2259396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بيوت قديمة,,,,,,,,,,,Old Houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Houses,31.8569041,35.2616619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بيوت رومانية,,,,,,,,,,,Roman Houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بيوت قديمة,31.8801836,35.2266879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بيوت قديمة,,,,,,,,,,,Old Houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Mosque,31.9164755,35.11528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,المسجد القديم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
قبر النبي صالح,32.0172464,35.1253847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قبر النبي صالح,,,,,,,,,,,An Nabi Salih Grave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
قصر هشام,31.8818828,35.4599692,,,he:ח'רבת אל-מפג'ר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قصر هشام,,,,,,,,,,,Qasr Hisham,,,,,,,,,,Palais d'Hisham,,חורבת אל-מפג׳ר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2456319,,
Kur,32.2358085,35.0973823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مبنى اثري,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old THeater,32.318375,35.0801238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مسرح قديم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariassos,37.1820636,30.4744698,,,en:Ariassos,,,Ariassus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Άριασσός,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q656882,,
Squar Opening,29.8683839,31.2156657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imhotep Temple,29.8692653,31.2173461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serapheum,29.8760471,31.2100388,,,,,,,,,,,,,,,,,,,,,,1,ancient_egyptian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szerafeum,,,,,,,,,,,,,,,,,,,,Серапиум,,,,,,,,,,,,,,,,necropolis,,,,,,,,,,
המקדש הכלכוליתי,31.4684486,35.388382,,,en:Chalcolithic Temple of Ein Gedi,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/96/Israel_Hiking_Map_המקדש_הכלכוליתי.jpeg,,,,,,,,,,,,,,,,معبد نحاسي,,,,,,,,,,,Chalcolithic Temple,,,,,,,,,,,,המקדש הכלכוליתי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
השער הכנעני,33.2478606,35.6547785,,,,,,,,,,Abraham's Gate,שער אברהם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canaanite Gate,,,,,,,,,,,,השער הכנעני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Petra,30.3751131,35.4509057,,,,,,,,,,,,,,,,,,,,,,,,,,https://d1cuyjsrcm0gby.cloudfront.net/5SG_aXERO-PQdqPmLbXaBA/thumb-2048.jpg,,,,,,,,,,,,,,,https://www.mapillary.com/map/im/5SG_aXERO-PQdqPmLbXaBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2284751,,
النبي داوود,33.5287708,35.3816641,,,,,,"An Nabi Dawud,An Nabī Dāwūd, En Nabi Dâoûd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,النبي داوود,,,,,,,,,En Nabi Daoud,,En Nabi Daoud,,,,,,,,,,En Nabi Daoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings Tomb 8,34.7764661,32.405082,,,en:Tombs of the Kings (Paphos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Царские гробницы 8,,,,,,,,,,,,,,,,,,,,,,,,Q1796353,,
Kings Tomb 5,34.7767951,32.4044658,,,en:Tombs of the Kings (Paphos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Царские гробницы 5,,,,,,,,,,,,,,,,,,,,,,,,Q1796353,,
Kings Tomb 9,34.7762878,32.4068475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Царские гробницы 9,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings Tomb 3,34.7758591,32.4049479,,,en:Tombs of the Kings (Paphos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Царские гробницы 3,,,,,,,,,,,,,,,,,,,,,,,,Q1796353,,
Kings Tomb 4,34.7759284,32.4046081,,,en:Tombs of the Kings (Paphos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Царские гробницы 4,,,,,,,,,,,,,,,,,,,,,,,,Q1796353,,
Kings Tomb 6,34.7778361,32.4050672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings Tomb 7,34.778263,32.4047692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paphos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karalių kapai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qaşr Dabbāgh,32.7548686,36.6825706,,,,,,قصر دباغ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Syria, الجمهورية العربية السورية ، سوريا",,,,,قصر دباغ,قصر دباغ,,,,,,,,Qasr Dabbagh,,Qasr Dabbagh,,,,,,,,,,Qasr Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,قصر دباغ,,,,,,,,,,,,,,,,,,,
تل ضهر الشويرة,36.6465219,39.498189,,,,,,تل ضهر الشويرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tell Chuera, Tell Dahr ech Choueira, Tell Dahr ech Choueïra, Tall Ḑahr ash Shuwayrah","Syria, الجمهورية العربية السورية ، سوريا",,,,,تل ضهر الشويرة,تل ضهر الشويرة,,,,,,,,Tall Dahr ash Shuwayrah,,Tall Dahr ash Shuwayrah,,,,,,,,,,Tell Chuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peak,,,,,,,,,,,,,,,,,,
حبوبة الكبيرة,36.1833333,38.0666667,,,,,,حبوبة الكبيرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Habbouba Kebire, Habboûba Kébîré, Habbubah Kabir, Habbubah al Kabir, Ḩabbūbah Kabīr, Ḩabbūbah al Kabīr, Ḩabbūbah al Kabīrah","Syria, الجمهورية العربية السورية ، سوريا",,,,,حبوبة الكبيرة,حبوبة الكبيرة,,,,,,,,Habbubah al Kabirah,,Habbubah al Kabirah,,,,,,,,,,Habbubah al Kabirah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תל בורגה,32.5219441,34.9655817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel Burga,,,,,,,,,,,,תל בורגה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
قصر الأزرق‎,31.8801761,36.8272558,,,en:Qasr Azraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,castle,,قصر الأزرق‎,,,,,,,,,,,Qasr Al-Azraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,Q2121495,,
חורבת יונים,31.623934,34.9655466,,,,,,,,,,,,,,,"חרבת יונים-חרבת אל חמאמה
שרידי מבנים וכנסייה, כולל מערת פעמון, מערת קולומבריום ובורות מים.
במקום נמצא בשנת 2003 אוצר מטבעות זהב גדול מהתקופה הביזנטית.",,,"חרבת יונים-חרבת אל חמאמה
שרידי מבנים וכנסייה, כולל מערת פעמון, מערת קולומבריום ובורות מים.
במקום נמצא בשנת 2003 אוצר מטבעות זהב גדול מהתקופה הביזנטית.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khirbat el Hammam,,,,,,,,,,,,חורבת יונים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חורבת כפר ביש,31.613259,34.9531496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horbat Kfar Bish,,,,,,,,,,,,חורבת כפר ביש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yazılıkaya,40.0254251,34.6327074,,,en:Yazılıkaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaziliskaja,,,,,,,,,,Язылыкая,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,Q529923,,
Latrinae,37.9316256,29.1222279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עבדת,30.794096,34.7731819,,,he:עבדת,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/52/Israel_Hiking_Map_%D7%A2%D7%91%D7%93%D7%AA.jpeg,,,,,,,,,,,,,,,,,,,,,,,,Avdat,Avdat,,Avdat,,,,,,,,Avdat,Avdat,Avdat,,עבדת,,,,,,,,Avdat,アヴダト,,,,,,Avdatas,,Авдат,,Avdat,,,Oboda,Obodate,,Авдат,Avdat,,Avdat,Авдат,Avdat,,,,,,,,,,,,,,,,,,,Q791665,,
מבצר נמרוד,33.252728,35.7148766,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e1/Israel_Hiking_Map_%D7%9E%D7%91%D7%A6%D7%A8_%D7%A0%D7%99%D7%9E%D7%A8%D7%95%D7%93.jpeg,https://upload.wikimedia.org/wikipedia/commons/5/55/IHM_מבצר_נמרוד.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/8e/IHM_מבצר_נמרוד_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/f/fe/IHM_מבצר_נמרוד_2.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/89/IHM_מבצר_נמרוד_3.jpeg,,,,,,,,,,,,قلعة الصبيبة,,,,,,,,,Burg Nimrod,,Nimrod Fortress,,,,,,,,,,Forteresse de Nimrod,,מבצר נמרוד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1404704,,
תל צובה,31.7848554,35.1257839,,,,,,,,,,,,,,,תל עתיק שרידי מבצר צלבני. נקודת תצפית מרהיבה על הרי ירושלים.,,,תל עתיק שרידי מבצר צלבני. נקודת תצפית מרהיבה על הרי ירושלים.,,,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel Tzoba,,,,,,,,,,,,תל צובה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peak,,,,,,,,,,,,,,,,,,
רוג'ום אל הירי,32.9086513,35.801037,,,he:גלגל רפאים,,,,,,,Rujm el-Hiri,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/IHM_רוג'ום_אל_הירי.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/92/IHM_רוג'ום_אל_הירי_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/43/IHM_רוג'ום_אל_הירי_2.jpeg,,,,,,,,,,,,,,رجم الهري,,,,,,,,,,,Rujum el Hiri,,,,,,,,,,Rujm el-Hiri,,רוג'ום אל הירי,,גלגל רפאים,,,,,,,,,,,,,,,,,,,,Rujum el Hiri,,,Колесо духов,,,,,,,,,,,,,,,,megalith,,,,,,,,Q1914227,,
מבצר הורקניה,31.7189026,35.3655396,,,he:הורקניה (מבצר),,,,,,,,,,,,"הורקניה היא מבצר עתיק במדבר יהודה מתקופת החשמונאים והורדוס. במקום נמצאים גם שרידי כנסייה מהתקופה הביזנטית ואמות מים.

",,,"הורקניה היא מבצר עתיק במדבר יהודה מתקופת החשמונאים והורדוס. במקום נמצאים גם שרידי כנסייה מהתקופה הביזנטית ואמות מים.

",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/Israel_Hiking_Map_%D7%9E%D7%91%D7%A6%D7%A8_%D7%94%D7%95%D7%A8%D7%A7%D7%A0%D7%99%D7%94.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurkania,,,,,,,,,,,,מבצר הורקניה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karatepe,37.2958505,36.2537475,,,en:Karatepe,,,Kara Tepe;Azatiwataya;Azatiwata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1729026,,
Laodicea,37.8358733,29.1088423,,,en:Laodicea on the Lycus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Лаодикея на Лике,,,,,,,,,,,locality,,,,,,,,,,,,,Q849709,,
Termessos - Cisterns,36.9826915,30.4634428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Термессос - Цистерны,,,,,,,,,,,,,,,,,,,,,,,,,,
Termessos - Corinth Temple,36.9828305,30.4627523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Termessos - Rock Tombs,36.9861318,30.4637637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
